"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"peterson.3","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-like",1
"peterson.4","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-like",1
"peterson.5","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-like",5
"peterson.6","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain","sat-like",1
"peterson.7","dve2C",107,3124,3721,8.0067,8.77,25,35,136,0.155,168,0.192,"chain-prev","sat-loop",1
"pgm_protocol.1","dve2C",724,226156,256718,40.9407,44.69665,123,120,3273,0.22175,4248.7,0.28786,"chain-prev","sat-like",1
"pgm_protocol.2","dve2C",712,222775,253027,40.99184,44.76142,122,120,3210,0.21926,4200,0.28689,"chain-prev","sat-like",40
"pgm_protocol.3","dve2C",724,226230,256703,40.82862,44.60551,124,120,3254,0.21868,4260.3,0.28631,"chain-prev","sat-like",1
"pgm_protocol.4","dve2C",712,222775,253027,40.99184,44.76142,122,120,3210,0.21926,4200,0.28689,"chain-prev","sat-like",5
"pgm_protocol.5","dve2C",724,226230,256703,40.82862,44.60551,124,120,3254,0.21868,4260.3,0.28631,"chain-prev","sat-like",5
"pgm_protocol.6","dve2C",730,228325,259008,40.65172,44.44766,126,120,3281,0.217,4309.9,0.28504,"chain-prev","sat-like",20
"pgm_protocol.7","dve2C",712,223473,253858,40.74939,44.57164,124,120,3220,0.2164,4238.3,0.28483,"chain-prev","sat-like",1
"pgm_protocol.8","dve2C",736,230138,260973,40.60797,44.3925,127,120,3303,0.21673,4340.5,0.28481,"chain-prev","sat-like",5
"philo_dyn-3-unfolded","pnml",528,135297,151771,64.4784,70.6351,30,84,1266,0.5024,1713,0.6799,"chain-prev","sat-like",5
"phils.1","dve2C",19,576,730,6.018,6.148,8,16,44,0.344,50,0.391,"chain-prev","sat-like",5
"phils.2","dve2C",60,2326,2597,8.7228,9.0537,11,30,104,0.315,122,0.37,"chain-prev","sat-like",1
"phils.3","dve2C",19,894,1128,6.155,6.257,12,24,68,0.236,74.3,0.258,"chain-prev","sat-like",1
"phils.4","dve2C",120,7979,8479,12.597,13.415,19,54,332,0.3236,421.3,0.4106,"chain-prev","sat-like",1
"phils.5","dve2C",19,1840,2322,6.2917,6.3644,24,48,140,0.1215,147.3,0.1279,"chain","sat-like",1
"phils.6","dve2C",19,2316,2919,6.319,6.3856,30,60,176,0.09778,183.5,0.1019,"chain","sat-like",1
"phils.7","dve2C",200,17227,17923,16.414,17.854,27,78,720,0.3419,942.4,0.4475,"chain-prev","sat-like",1
"phils.8","dve2C",19,2472,3118,6.3259,6.3909,32,64,188,0.0918,195.5,0.09546,"chain","sat-like",1
"pouring.1","dve2C",6045,18192093,18921220,125.21756,174.53374,4,2018,5694,0.7054,7699,0.9538,"chain-prev","sat-like",1
"pouring.2","dve2C",5151,13326372,13509966,48.464762,61.83496,7,1724,6124,0.50746,6745.1,0.55893,"chain","sat-loop",1
"ProductionCell","pnml",653,83756,93743,36.2515,37.6967,176,134,2902,0.12305,3856.4,0.16352,"chain","sat-like",80
"protocols.2","dve2C",18,465,602,4.391,4.519,14,17,43,0.181,51.1,0.215,"chain","sat-like",5
"protocols.3","dve2C",24,713,912,5.403,5.675,16,18,56,0.194,68,0.236,"chain-prev","sat-like",10
"protocols.4","dve2C",24,713,912,5.403,5.675,16,18,56,0.194,68,0.236,"chain-prev","sat-like",1
"protocols.5","dve2C",24,713,912,5.403,5.675,16,18,56,0.194,68,0.236,"chain-prev","sat-like",1
"QCertifProtocol_02-unfold","pnml",184,16675,19576,18.6219,19.43,86,56,900,0.1869,1052,0.2185,"chain-prev","sat-like",5
"QCertifProtocol_06-unfold","pnml",595,150003,168131,39.8622,42.29819,270,116,6312,0.20153,7447.2,0.23778,"chain-prev","sat-like",5
"RAS-C-10","pnml",34,4365,5937,8.792,8.931,60,40,300,0.125,324.3,0.1351,"chain-prev","sat-like",5
"RAS-C-100","pnml",34,46485,64527,9.301718,9.368672,600,400,3180,0.01325,3205.83,0.0133576,"chain","sat-like",10
"RAS-C-15","pnml",34,6705,9192,8.98309,9.09757,90,60,460,0.08519,484.9,0.08979,"chain","sat-like",5
"RAS-C-20","pnml",34,9045,12447,9.07762,9.17883,120,80,620,0.06458,645.2,0.0672,"chain","sat-like",5
"RAS-C-3","pnml",35,1376,1597,8.346,8.727,18,12,68,0.315,89.8,0.416,"chain-prev","sat-like",5
"RAS-C-5","pnml",34,2025,2682,8.2015,8.3955,30,20,140,0.233,163,0.271,"chain","sat-like",20
"RAS-C-50","pnml",34,23085,31977,9.246055,9.321878,300,200,1580,0.026333,1605.7,0.026761,"chain","sat-like",5
"RAS-R-10","pnml",22,2172,2701,7.0864,7.1922,40,22,127,0.144,142,0.161,"chain","sat-loop",2147483647
"RAS-R-100","pnml",22,22602,28171,7.401998,7.443084,400,202,1297,0.016052,1312.9,0.016248,"chain","none",
"RAS-R-15","pnml",22,3307,4116,7.2025,7.2855,60,32,192,0.1,207.1,0.1078,"chain","none",
"RAS-R-2","pnml",21,356,437,5.765,6.029,8,6,23,0.48,32,0.67,"chain","none",
"RAS-R-20","pnml",22,4442,5531,7.26087,7.33197,80,42,257,0.07649,272.3,0.08104,"chain","sat-loop",2147483647
"RAS-R-3","pnml",22,583,720,6.3,6.525,12,8,36,0.38,47,0.49,"bfs-prev","none",
"RAS-R-5","pnml",22,1037,1286,6.744,6.91,20,12,62,0.258,75.2,0.313,"chain","sat-loop",5
"RAS-R-50","pnml",22,11252,14021,7.36658,7.41536,200,102,647,0.031716,662.72,0.032486,"chain","sat-loop",2147483647
"reader_writer.1","dve2C",223,18688,19905,13.716,14.847,18,62,630,0.5645,878.4,0.7871,"bfs-prev","sat-loop",10
"reader_writer.2","dve2C",303,38487,40663,20.58,22.732,21,81,959,0.5638,1314,0.7723,"chain-prev","sat-loop",1
"reader_writer.3","dve2C",413,64491,67569,20.9336,23.8529,30,112,1895,0.564,2646,0.7875,"chain-prev","sat-like",2147483647
"rether.1","dve2C",151,11907,13626,16.178,17.247,19,51,325,0.335,428,0.442,"chain-prev","sat-like",1
"rether.2","dve2C",222,22488,25109,20.585,22.041,23,66,499,0.3287,658.2,0.4336,"chain-prev","sat-loop",20
"rether.3","dve2C",424,79995,87810,35.2048,38.0235,35,111,1294,0.3331,1790,0.4607,"chain-prev","sat-like",1
"rether.4","dve2C",466,87074,95988,32.3894,33.9293,43,133,1713,0.2995,2196,0.384,"chain-prev","sat-like",2147483647
"rether.5","dve2C",669,192485,208767,50.7178,54.8013,47,156,2458,0.3352,3478,0.4743,"chain-prev","sat-like",1
"rether.6","dve2C",602,136828,150013,39.1952,41.1223,51,161,2465,0.3002,3195,0.3891,"chain-prev","sat-like",10
"rether.7","dve2C",851,308685,332759,61.5282,66.4258,55,186,3439,0.33617,4912.4,0.4802,"chain-prev","sat-like",1
"rwmutex-r10w10","pnml",334,57847,65086,41.0872,44.9904,50,40,902,0.451,1486,0.7432,"chain","sat-like",20
"rwmutex-r10w100","pnml",2883,3690088,3807313,121.8474,134.1416,230,220,25856,0.51099,34869,0.68911,"chain-prev","sat-loop",40
"rwmutex-r10w1000","pnml",28071,337936515,344527962,640.297972,681.53689,2030,2020,2058176,0.5019207,2745520,0.6695409,"chain-prev","sat-loop",2147483647
"rwmutex-r10w20","pnml",646,187098,206308,66.0433,72.1268,70,60,2334,0.5557,3762,0.8957,"chain-prev","sat-loop",20
"rwmutex-r10w50","pnml",1291,970317,1065621,133.794,147.4586,130,120,10672,0.6841,17507,1.1222,"bfs-prev","sat-loop",5
"rwmutex-r10w500","pnml",12321,84621105,89906649,1075.26938,1218.90916,1030,1020,753014,0.7167466,1148647,1.093325,"bfs-prev","sat-loop",80
"rwmutex-r20w10","pnml",660,177382,195512,46.8529,49.1009,80,60,1646,0.3429,2774,0.5778,"chain-prev","sat-loop",5
"SafeBus-03-unfolded","pnml",498,82030,95131,41.0411,42.8684,57,91,2556,0.4928,4150,0.8,"chain","sat-loop",2147483647
"schedule_world.1","dve2C",179,14933,17606,23.246,25.279,22,26,333,0.582,460,0.805,"chain-prev","sat-like",1
"schedule_world.2","dve2C",223,30561,37544,51.477,56.634,28,38,568,0.5338,791,0.7434,"chain","sat-like",1
"schedule_world.3","dve2C",299,41961,53072,59.248,66.1559,34,50,757,0.4453,1061,0.6244,"chain","sat-like",10
"shared_memory-pt-10","pnml",1099,415731,473744,100.6667,108.1116,131,210,14390,0.52308,20131,0.73176,"chain-prev","sat-like",5
"shared_memory-pt-5","pnml",257,23334,27708,34.344,37.228,41,55,1078,0.478,1551,0.6878,"chain","sat-like",5
"sokoban.1","dve2C",328,56388,57746,8.78063,8.86492,68,9,279,0.456,538,0.878,"bfs-prev","sat-loop",5
"sokoban.2","dve2C",308,49886,51168,8.76737,8.8567,64,9,263,0.457,506,0.878,"bfs-prev","sat-like",5
"soli0_counter_square5","pnml",634,109910,130921,47.2919,49.2484,51,84,2422,0.5654,3548,0.8281,"bfs-prev","sat-loop",2147483647
"soli0_square5","pnml",284,57572,72959,42.5949,44.5991,50,84,1192,0.2838,1540,0.3666,"chain","sat-loop",40
"SwimmingPool-1","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-loop",5
"SwimmingPool-2","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-loop",5
"SwimmingPool-3","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-like",5
"SwimmingPool-4","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-loop",5
"tcp10","pnml",119,5890,7199,16.041,17.031,30,32,343,0.357,489,0.51,"chain","sat-loop",10
"tcp5","pnml",119,5890,7199,16.041,17.031,30,32,343,0.357,489,0.51,"chain","sat-loop",10
"TokenRing-10-unfolded","pnml",2229,3173632,3615349,188.34786,197.79145,121,1111,22612,0.168205,28374.4,0.211071,"chain-prev","sat-like",1
"TokenRing-15-unfolded","pnml",4683,25990527,29691452,442.815829,470.633506,256,3616,118719,0.128248,124174,0.134141,"chain-prev","sat-like",40
"TokenRing-20-unfolded","pnml",8214,106014401,121122800,801.7200879,837.5714286,441,8421,358313,0.09648511,422068.8,0.113653,"chain-prev","sat-like",1
"TokenRing-5-unfolded","pnml",435,99905,116111,51.1167,53.3612,36,156,1582,0.2817,1959,0.3489,"chain-prev","sat-like",1
"unf-8x8-4stageSEN-01","pnml",3155,3792638,3986841,102.2825,110.43093,168,592,35380,0.35574,44988,0.45234,"bfs-prev","sat-loop",2147483647
"Vasy2003","pnml",3363,2204119,2325933,132.57034,157.78672,485,776,84207,0.223741,113257,0.300929,"chain","sat-loop",20
