"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"krebs.1","dve2C",36,1223,1589,8.863,9.651,18,10,64,0.356,98.1,0.545,"bfs-prev","sat-loop",5
"krebs.2","dve2C",56,2329,2917,11.33,12.35,19,16,111,0.365,182,0.597,"bfs-prev","sat-like",5
"krebs.3","dve2C",56,2329,2917,11.33,12.35,19,16,111,0.365,182,0.597,"chain-prev","sat-like",5
"krebs.4","dve2C",80,3874,4691,13.355,14.557,20,22,153,0.348,248,0.564,"chain-prev","sat-loop",10
"lamport.1","dve2C",66,2601,2952,7.8934,8.4548,11,42,90,0.195,95.3,0.206,"chain-prev","sat-like",1
"lamport.2","dve2C",71,3462,3962,10.906,11.927,11,42,113,0.245,131,0.283,"chain-prev","sat-like",1
"lamport.3","dve2C",66,2601,2952,7.8934,8.4548,11,42,90,0.195,95.3,0.206,"chain-prev","sat-like",5
"lamport.5","dve2C",114,5888,6351,11.093,12.076,14,56,133,0.17,144,0.184,"chain-prev","sat-like",1
"lamport.6","dve2C",149,6716,7618,12.586,13.332,14,56,191,0.244,244,0.311,"chain-prev","sat-like",1
"lamport.7","dve2C",165,7491,8327,11.54,12.302,17,70,223,0.1874,260.2,0.2187,"chain-prev","sat-like",1
"lamport.8","dve2C",165,7491,8327,11.54,12.302,17,70,223,0.1874,260.2,0.2187,"chain-prev","sat-like",1
"lamport_fmea-2","pnml",321,43283,48703,33.751,36.223,69,96,1832,0.2766,1933,0.2919,"chain-prev","sat-like",10
"lamport_fmea-3","pnml",549,114468,124691,46.0891,49.5801,100,156,4029,0.25827,3972.4,0.25464,"chain-prev","sat-like",20
"lamport_fmea-4","pnml",831,243608,263742,58.59496,62.90947,135,230,7573,0.2439,7118.3,0.22925,"chain-prev","sat-like",80
"lamport_fmea-5","pnml",1166,458017,492352,71.50122,76.4953,174,318,12832,0.23191,11638,0.21033,"chain-prev","sat-like",80
"lamport_nonatomic.1","dve2C",531,95735,100420,18.4306,19.0578,18,147,1035,0.3912,1285,0.4855,"chain-prev","sat-like",1
"lamport_nonatomic.2","dve2C",531,95735,100420,18.4306,19.0578,18,147,1035,0.3912,1285,0.4855,"chain","sat-like",1
"lamport_nonatomic.3","dve2C",531,95735,100420,18.4306,19.0578,18,147,1035,0.3912,1285,0.4855,"chain-prev","sat-like",1
"lamport_nonatomic.4","dve2C",896,255391,265799,24.825,25.8836,24,244,2097,0.3581,2608,0.4453,"chain-prev","sat-like",1
"lamport_nonatomic.5","dve2C",1374,570577,589098,32.47222,34.33232,30,365,3606,0.32932,4448.6,0.40626,"bfs-prev","sat-like",1
"lann.1","dve2C",74,2207,2649,8.4957,9.0874,15,27,94,0.232,102,0.253,"bfs-prev","sat-like",1
"lann.2","dve2C",87,2738,3368,8.0793,8.4943,24,36,141,0.163,153,0.177,"chain-prev","sat-like",1
"lann.3","dve2C",82,2699,3219,8.141,8.5515,20,40,119,0.149,129,0.161,"chain-prev","sat-like",1
"lann.4","dve2C",75,3837,4731,9.0837,9.6171,30,45,187,0.1385,201.7,0.1494,"chain","sat-like",2147483647
"lann.5","dve2C",91,4234,5186,8.1829,8.587,36,54,213,0.1096,224.3,0.1154,"chain","sat-loop",20
"lann.6","dve2C",95,3093,3694,8.8232,9.3545,20,40,127,0.159,136,0.17,"chain-prev","sat-like",5
"lann.7","dve2C",86,3599,4211,8.241,8.6543,25,50,149,0.1192,158.2,0.1265,"chain-prev","sat-like",10
"leader_election.1","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",1
"leader_election.2","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",40
"leader_election.3","dve2C",684,93349,104719,19.49395,20.69508,121,114,1402,0.10164,1608.3,0.1166,"chain-prev","sat-like",1
"leader_election.4","dve2C",953,131968,146374,19.90435,21.01087,155,133,1844,0.089449,2121.3,0.1029,"chain-prev","sat-like",10
"leader_election.5","dve2C",1258,180125,197837,20.22545,21.24886,193,152,2362,0.080515,2733.3,0.093173,"chain-prev","sat-like",5
"leader_election.6","dve2C",1599,238857,260188,20.48427,21.43501,235,171,2962,0.073709,3452.3,0.08591,"chain-prev","sat-like",5
"leader_filters.1","dve2C",106,5165,5973,14.993,16.622,21,30,172,0.273,264,0.418,"chain-prev","sat-like",2147483647
"leader_filters.2","dve2C",106,5165,5973,14.993,16.622,21,30,172,0.273,264,0.418,"bfs-prev","sat-like",10
"leader_filters.3","dve2C",149,8993,10153,18.176,19.881,23,40,238,0.259,360,0.391,"chain-prev","sat-loop",5
"leader_filters.5","dve2C",215,17469,19560,23.391,25.31,28,50,361,0.2579,557.6,0.3983,"chain-prev","sat-loop",20
"leader_filters.6","dve2C",215,17469,19560,23.391,25.31,28,50,361,0.2579,557.6,0.3983,"chain-prev","sat-like",5
"leader_filters.7","dve2C",262,24934,27975,27.047,29.259,30,60,468,0.26,720,0.4,"chain-prev","sat-loop",10
"lifts.1","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-like",5
"lifts.2","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-like",5
"lifts.3","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"bfs-prev","sat-loop",10
"lifts.4","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-loop",10
"lifts.5","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-loop",10
"lifts.6","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-loop",2147483647
"lifts.7","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-loop",20
"lifts.8","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-like",20
"lup.1","dve2C",193,15885,16525,7.2273,7.3351,6,48,216,0.75,272,0.944,"bfs-prev","sat-loop",5
"lup.2","dve2C",389,59921,61117,7.02284,7.09132,10,96,624,0.65,787,0.82,"bfs-prev","sat-loop",2147483647
"lup.3","dve2C",438,75340,76675,7,7.06356,11,108,756,0.6364,955.6,0.8044,"chain-prev","sat-loop",2147483647
"lup.4","dve2C",487,92523,93997,6.98171,7.04125,12,120,900,0.625,1140,0.7917,"bfs-prev","sat-loop",2147483647
"MAPK-20","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","none",
"MAPK-40","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","none",
"MAPK-8","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-loop",2147483647
"MAPK-80","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-loop",2147483647
"mcs.1","dve2C",84,3378,3952,11.944,12.981,13,39,127,0.25,162,0.319,"chain-prev","sat-like",1
"mcs.2","dve2C",65,2467,2864,8.4068,9.3183,13,39,98,0.193,114,0.225,"chain-prev","sat-like",5
"mcs.3","dve2C",127,7663,8600,17.202,18.782,17,52,204,0.231,268,0.304,"chain-prev","sat-like",1
"mcs.4","dve2C",112,4515,5186,10.553,11.461,17,52,162,0.183,204,0.23,"chain","sat-like",1
"mcs.5","dve2C",186,13051,14846,19.898,21.691,21,65,302,0.2212,406.5,0.2978,"bfs-prev","sat-like",1
"mcs.6","dve2C",157,7164,8295,12.024,12.92,21,65,228,0.167,285.7,0.2093,"chain","sat-like",5
"msmie.1","dve2C",208,18782,20007,14.577,15.395,11,85,280,0.299,338,0.361,"chain-prev","sat-like",1
"msmie.2","dve2C",472,66405,69141,13.2189,13.7758,18,173,1025,0.3292,1347,0.4325,"bfs-prev","sat-like",5
"msmie.3","dve2C",694,140049,144784,15.838,16.1799,20,251,1778,0.3542,2475,0.4929,"chain","sat-like",5
"msmie.4","dve2C",1260,454126,464355,18.20885,18.50929,28,450,4663,0.37008,6481.5,0.5144,"bfs-prev","sat-like",10
"MultiwaySync","pnml",1727,691636,750554,60.1946,65.94174,222,472,18444,0.176019,24186.3,0.230821,"chain-prev","sat-like",1
"needham.1","dve2C",169,13096,13850,12.619,13.419,14,55,353,0.458,493,0.641,"chain-prev","sat-like",1
"needham.2","dve2C",342,46643,49940,21.97,23.235,21,98,662,0.3217,742.6,0.3608,"chain-prev","sat-loop",20
"needham.3","dve2C",394,59241,62949,24.2291,25.4054,24,111,827,0.3104,926.2,0.3477,"chain-prev","sat-loop",20
"needham.4","dve2C",536,105075,110490,29.4742,30.8141,28,147,1324,0.3217,1506,0.3658,"chain-prev","sat-like",5
"open_system_0","pnml",558,55863,65035,21.4464,23.9588,198,176,3094,0.088786,3419.4,0.098123,"chain-prev","sat-loop",80
"PaceMaker","pnml",310,53741,59904,20.6786,22.0228,70,164,1070,0.093206,1061.1,0.092429,"chain","sat-like",1
"parking_1_4","pnml",326,20705,24375,23.4793,25.1232,65,97,884,0.1402,1219,0.1933,"chain","sat-like",1
"parking_2_8","pnml",610,62635,70725,24.8552,27.0521,137,201,2281,0.082834,2908.3,0.10561,"chain","sat-like",1
"parking_4_16","pnml",1644,335848,359726,55.16319,62.11381,305,433,9677,0.0732745,11574.3,0.0876413,"chain","sat-like",1
"parking_4_32","pnml",2962,1050546,1114232,94.547949,107.99207,529,785,30613,0.0737192,36105.8,0.0869463,"chain","sat-like",1
"peg_solitaire.1","dve2C",928,449745,490084,87.4968,90.3938,18,48,864,1,1630,1.89,"bfs-prev","sat-loop",10
"peg_solitaire.4","dve2C",1705,1499259,1594867,112.8418,115.3997,27,60,1620,1,3120,1.926,"bfs-prev","sat-loop",20
"peg_solitaire.5","dve2C",7329,27341239,28329271,270.45765,273.86277,51,140,7140,1,14000,1.961,"bfs-prev","sat-loop",40
"peterson.1","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-like",1
"peterson.2","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-loop",5
"Peterson-2","pnml",424,38354,45564,34.1915,37.4372,102,126,2062,0.16044,2555.2,0.19882,"chain-prev","sat-like",10
"peterson.3","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-like",1
"Peterson-3","pnml",1226,314117,359473,91.34932,100.6505,244,332,13622,0.16816,16731,0.20653,"chain-prev","sat-like",5
"peterson.4","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-like",1
"peterson.5","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-loop",10
"peterson.6","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-loop",10
"peterson.7","dve2C",107,3124,3721,8.0067,8.77,25,35,136,0.155,168,0.192,"chain-prev","sat-like",1
"pgm_protocol.1","dve2C",724,226156,256718,40.9407,44.69665,123,120,3273,0.22175,4248.7,0.28786,"chain-prev","sat-like",40
"pgm_protocol.2","dve2C",712,222775,253027,40.99184,44.76142,122,120,3210,0.21926,4200,0.28689,"chain-prev","sat-like",40
"pgm_protocol.3","dve2C",724,226230,256703,40.82862,44.60551,124,120,3254,0.21868,4260.3,0.28631,"chain-prev","sat-like",5
"pgm_protocol.4","dve2C",712,222775,253027,40.99184,44.76142,122,120,3210,0.21926,4200,0.28689,"chain-prev","sat-like",5
"pgm_protocol.5","dve2C",724,226230,256703,40.82862,44.60551,124,120,3254,0.21868,4260.3,0.28631,"chain-prev","sat-loop",40
"pgm_protocol.6","dve2C",730,228325,259008,40.65172,44.44766,126,120,3281,0.217,4309.9,0.28504,"chain-prev","sat-like",20
"pgm_protocol.7","dve2C",712,223473,253858,40.74939,44.57164,124,120,3220,0.2164,4238.3,0.28483,"chain-prev","sat-loop",80
"pgm_protocol.8","dve2C",736,230138,260973,40.60797,44.3925,127,120,3303,0.21673,4340.5,0.28481,"chain-prev","sat-like",2147483647
"philo_dyn-3-unfolded","pnml",528,135297,151771,64.4784,70.6351,30,84,1266,0.5024,1713,0.6799,"chain-prev","sat-like",5
"Philosophers-10","pnml",43,5119,6902,12.281,12.545,50,50,360,0.144,400.2,0.1601,"chain-prev","sat-like",5
"Philosophers-100","pnml",43,53295,72532,12.915,13.061,500,500,3778,0.015112,3824.34,0.0152973,"chain","sat-like",10
"Philosophers-1000","pnml",58,539629,702609,11.6857692,11.8893812,5000,5000,39127,0.00156508,39318.813,0.0015727525,"chain","sat-like",40
"Philosophers-20","pnml",43,10394,14142,12.5596,12.76,100,100,737,0.0737,782,0.0782,"chain","sat-like",10
"Philosophers-200","pnml",43,107161,145704,12.968846,13.10904,1000,1000,7577,0.007577,7624.52,0.00762452,"chain","sat-like",10
"Philosophers-2000","pnml",58,1080994,1409117,11.69415385,11.89859397,10000,10000,78303,0.00078303,78580.409,0.00078580409,"chain","sat-like",20
"Philosophers-5","pnml",45,2401,3210,11.485,11.875,25,25,167,0.267,201,0.321,"chain-prev","sat-like",20
"Philosophers-50","pnml",41,26516,35059,12.25231,12.39473,250,250,1878,0.030048,1923,0.030768,"chain-prev","sat-like",10
"Philosophers-500","pnml",58,269546,350972,11.6766923,11.8820129,2500,2500,19558,0.00312928,19687.09,0.003149934,"chain","sat-like",20
"phils.1","dve2C",19,576,730,6.018,6.148,8,16,44,0.344,50,0.391,"chain-prev","sat-like",1
"phils.2","dve2C",60,2326,2597,8.7228,9.0537,11,30,104,0.315,122,0.37,"chain-prev","sat-like",1
"phils.3","dve2C",19,894,1128,6.155,6.257,12,24,68,0.236,74.3,0.258,"chain","sat-like",5
"phils.4","dve2C",120,7979,8479,12.597,13.415,19,54,332,0.3236,421.3,0.4106,"chain-prev","sat-like",1
"phils.5","dve2C",19,1840,2322,6.2917,6.3644,24,48,140,0.1215,147.3,0.1279,"chain","sat-like",1
"phils.6","dve2C",19,2316,2919,6.319,6.3856,30,60,176,0.09778,183.5,0.1019,"chain-prev","sat-like",10
"phils.7","dve2C",200,17227,17923,16.414,17.854,27,78,720,0.3419,942.4,0.4475,"chain-prev","sat-like",5
"phils.8","dve2C",19,2472,3118,6.3259,6.3909,32,64,188,0.0918,195.5,0.09546,"chain-prev","sat-loop",20
"pouring.1","dve2C",6045,18192093,18921220,125.21756,174.53374,4,2018,5694,0.7054,7699,0.9538,"chain-prev","sat-like",1
"pouring.2","dve2C",5151,13326372,13509966,48.464762,61.83496,7,1724,6124,0.50746,6745.1,0.55893,"chain-prev","sat-like",1
"ProductionCell","pnml",653,83756,93743,36.2515,37.6967,176,134,2902,0.12305,3856.4,0.16352,"chain","sat-like",5
"production_cell.2","dve2C",51,2113,2566,9.3654,9.7517,18,26,114,0.244,128,0.273,"chain-prev","sat-loop",10
"production_cell.4","dve2C",69,3577,4275,11.079,11.855,20,36,190,0.264,268,0.372,"chain-prev","sat-like",10
"protocols.2","dve2C",18,465,602,4.391,4.519,14,17,43,0.181,51.1,0.215,"chain","sat-like",5
"protocols.3","dve2C",24,713,912,5.403,5.675,16,18,56,0.194,68,0.236,"chain","sat-like",2147483647
"protocols.4","dve2C",24,713,912,5.403,5.675,16,18,56,0.194,68,0.236,"chain-prev","none",
"protocols.5","dve2C",24,713,912,5.403,5.675,16,18,56,0.194,68,0.236,"chain-prev","sat-loop",2147483647
"public_subscribe.2","dve2C",375,53124,56290,16.017,16.8831,26,124,948,0.294,1200,0.3721,"chain-prev","sat-like",1
"public_subscribe.5","dve2C",576,115293,122630,21.8609,23.155,36,185,1879,0.2821,2253,0.3383,"bfs-prev","sat-like",5
"QCertifProtocol_02-unfold","pnml",184,16675,19576,18.6219,19.43,86,56,900,0.1869,1052,0.2185,"chain-prev","sat-like",5
"QCertifProtocol_06-unfold","pnml",595,150003,168131,39.8622,42.29819,270,116,6312,0.20153,7447.2,0.23778,"chain-prev","sat-like",5
"raft_02","pnml",153,11206,12761,16.944,17.96,28,52,452,0.3104,603.1,0.4142,"chain","sat-like",1
"raft_03","pnml",347,42679,47520,28.1694,29.6685,53,98,1638,0.3154,2221,0.4276,"chain-prev","sat-like",1
"raft_04","pnml",575,121201,135332,44,47.044,88,160,4521,0.32109,6312.7,0.44834,"chain-prev","sat-like",1
"raft_05","pnml",917,277179,306471,64.25753,69.32034,133,238,10586,0.33443,14835,0.46865,"chain","sat-like",10
"raft_06","pnml",1335,529427,579384,78.68319,83.8208,188,332,20230,0.32412,28956,0.46391,"bfs-prev","sat-like",5
"RAS-C-10","pnml",34,4365,5937,8.792,8.931,60,40,300,0.125,324.3,0.1351,"chain-prev","sat-like",5
"RAS-C-100","pnml",34,46485,64527,9.301718,9.368672,600,400,3180,0.01325,3205.83,0.0133576,"chain","sat-like",10
"RAS-C-15","pnml",34,6705,9192,8.98309,9.09757,90,60,460,0.08519,484.9,0.08979,"chain","sat-like",5
"RAS-C-20","pnml",34,9045,12447,9.07762,9.17883,120,80,620,0.06458,645.2,0.0672,"chain","sat-like",5
"RAS-C-3","pnml",35,1376,1597,8.346,8.727,18,12,68,0.315,89.8,0.416,"chain-prev","none",
"RAS-C-5","pnml",34,2025,2682,8.2015,8.3955,30,20,140,0.233,163,0.271,"chain","sat-like",20
"RAS-C-50","pnml",34,23085,31977,9.246055,9.321878,300,200,1580,0.026333,1605.7,0.026761,"chain","sat-like",5
"RAS-R-10","pnml",22,2172,2701,7.0864,7.1922,40,22,127,0.144,142,0.161,"chain","sat-like",20
"RAS-R-100","pnml",22,22602,28171,7.401998,7.443084,400,202,1297,0.016052,1312.9,0.016248,"chain-prev","sat-like",80
"RAS-R-15","pnml",22,3307,4116,7.2025,7.2855,60,32,192,0.1,207.1,0.1078,"chain","sat-like",20
"RAS-R-2","pnml",21,356,437,5.765,6.029,8,6,23,0.48,32,0.67,"chain","none",
"RAS-R-20","pnml",22,4442,5531,7.26087,7.33197,80,42,257,0.07649,272.3,0.08104,"chain","sat-loop",40
"RAS-R-3","pnml",22,583,720,6.3,6.525,12,8,36,0.38,47,0.49,"chain-prev","none",
"RAS-R-5","pnml",22,1037,1286,6.744,6.91,20,12,62,0.258,75.2,0.313,"chain","sat-loop",2147483647
"RAS-R-50","pnml",22,11252,14021,7.36658,7.41536,200,102,647,0.031716,662.72,0.032486,"chain-prev","sat-like",40
"reader_writer.1","dve2C",223,18688,19905,13.716,14.847,18,62,630,0.5645,878.4,0.7871,"bfs-prev","sat-loop",10
"reader_writer.2","dve2C",303,38487,40663,20.58,22.732,21,81,959,0.5638,1314,0.7723,"chain-prev","sat-loop",1
"reader_writer.3","dve2C",413,64491,67569,20.9336,23.8529,30,112,1895,0.564,2646,0.7875,"chain-prev","sat-like",2147483647
"rether.1","dve2C",151,11907,13626,16.178,17.247,19,51,325,0.335,428,0.442,"chain-prev","sat-like",1
"rether.2","dve2C",222,22488,25109,20.585,22.041,23,66,499,0.3287,658.2,0.4336,"bfs-prev","sat-loop",20
"rether.3","dve2C",424,79995,87810,35.2048,38.0235,35,111,1294,0.3331,1790,0.4607,"chain-prev","sat-like",1
"rether.4","dve2C",466,87074,95988,32.3894,33.9293,43,133,1713,0.2995,2196,0.384,"bfs-prev","sat-loop",1
"rether.5","dve2C",669,192485,208767,50.7178,54.8013,47,156,2458,0.3352,3478,0.4743,"chain-prev","sat-loop",40
"rether.6","dve2C",602,136828,150013,39.1952,41.1223,51,161,2465,0.3002,3195,0.3891,"chain-prev","sat-loop",2147483647
"rether.7","dve2C",851,308685,332759,61.5282,66.4258,55,186,3439,0.33617,4912.4,0.4802,"chain-prev","sat-like",10
"ring","pnml",313,38500,44722,27.3007,29.5452,139,87,1743,0.14413,2225.3,0.18401,"chain","sat-like",5
"rwmutex-r10w10","pnml",334,57847,65086,41.0872,44.9904,50,40,902,0.451,1486,0.7432,"chain","sat-like",20
"rwmutex-r10w100","pnml",2883,3690088,3807313,121.8474,134.1416,230,220,25856,0.51099,34869,0.68911,"chain-prev","sat-loop",40
"rwmutex-r10w1000","pnml",28071,337936515,344527962,640.297972,681.53689,2030,2020,2058176,0.5019207,2745520,0.6695409,"chain-prev","sat-loop",2147483647
"rwmutex-r10w20","pnml",646,187098,206308,66.0433,72.1268,70,60,2334,0.5557,3762,0.8957,"chain-prev","sat-loop",20
"rwmutex-r10w2000","pnml",56083,1295495528,1316329783,807.516931,,4030,4020,8121010,0.50127835,10839390,0.66907338,"chain-prev","none",
"rwmutex-r10w50","pnml",1291,970317,1065621,133.794,147.4586,130,120,10672,0.6841,17507,1.1222,"bfs-prev","sat-loop",5
"rwmutex-r10w500","pnml",12321,84621105,89906649,1075.26938,1218.90916,1030,1020,753014,0.7167466,1148647,1.093325,"bfs-prev","sat-loop",80
"rwmutex-r20w10","pnml",660,177382,195512,46.8529,49.1009,80,60,1646,0.3429,2774,0.5778,"chain-prev","sat-loop",5
"SafeBus-03-unfolded","pnml",498,82030,95131,41.0411,42.8684,57,91,2556,0.4928,4150,0.8,"chain-prev","sat-like",1
"schedule_world.1","dve2C",179,14933,17606,23.246,25.279,22,26,333,0.582,460,0.805,"chain-prev","sat-like",1
"schedule_world.2","dve2C",223,30561,37544,51.477,56.634,28,38,568,0.5338,791,0.7434,"chain","sat-like",5
"schedule_world.3","dve2C",299,41961,53072,59.248,66.1559,34,50,757,0.4453,1061,0.6244,"bfs","sat-like",5
"sg-2-1-2","pnml",150,15297,19703,18.6636,19.7121,68,72,795,0.1624,942.2,0.1925,"chain","sat-like",1
"shared_memory-pt-10","pnml",1099,415731,473744,100.6667,108.1116,131,210,14390,0.52308,20131,0.73176,"chain-prev","sat-like",5
"shared_memory-pt-5","pnml",257,23334,27708,34.344,37.228,41,55,1078,0.478,1551,0.6878,"chain","sat-like",5
"simple_lbs-10","pnml",4401,7839931,8155972,138.49162,143.96077,104,605,27280,0.43357,31424,0.49942,"chain-prev","sat-like",5
"simple_lbs-2","pnml",261,25435,29194,30.341,33.072,32,45,561,0.3896,809.5,0.5622,"chain","sat-like",1
"simple_lbs-5","pnml",1245,614299,662526,75.625,79.40244,59,180,4938,0.46497,6194.8,0.58332,"chain-prev","sat-like",1
"SmallOperatingSystem-MT0016DC0008","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0032DC0008","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-like",1
"SmallOperatingSystem-MT0032DC0016","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0064DC0016","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0064DC0032","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-loop",2147483647
"SmallOperatingSystem-MT0128DC0032","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0128DC0064","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-loop",2147483647
"SmallOperatingSystem-MT0256DC0064","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-like",1
"sokoban.1","dve2C",328,56388,57746,8.78063,8.86492,68,9,279,0.456,538,0.878,"chain","sat-loop",20
"sokoban.2","dve2C",308,49886,51168,8.76737,8.8567,64,9,263,0.457,506,0.878,"chain","sat-loop",40
"soli0_counter_square5","pnml",634,109910,130921,47.2919,49.2484,51,84,2422,0.5654,3548,0.8281,"bfs-prev","sat-like",2147483647
"soli0_square5","pnml",284,57572,72959,42.5949,44.5991,50,84,1192,0.2838,1540,0.3666,"chain-prev","sat-like",1
"sorter.1","dve2C",163,8472,9154,9.7849,10.197,23,42,369,0.382,458,0.474,"chain-prev","sat-loop",20
"sorter.2","dve2C",163,8453,9113,9.6344,10.012,23,42,363,0.376,446,0.462,"chain-prev","sat-loop",20
"sorter.3","dve2C",229,16202,17366,11.881,12.626,26,58,571,0.3786,675.7,0.4481,"chain-prev","sat-like",5
"sorter.4","dve2C",229,16214,17392,11.913,12.651,26,58,572,0.3793,677.6,0.4493,"chain-prev","sat-like",1
"sorter.5","dve2C",229,16182,17324,11.77,12.516,26,58,565,0.3747,662.6,0.4394,"chain-prev","sat-like",1
"SwimmingPool-1","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-loop",5
"SwimmingPool-2","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-loop",5
"SwimmingPool-3","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-like",5
"SwimmingPool-4","pnml",17,351,477,6.667,7.016,9,7,31,0.49,41,0.65,"chain-prev","sat-loop",5
"synapse.1","dve2C",700,219627,237646,35.5876,38.3255,22,131,1473,0.5111,2016,0.6994,"chain-prev","sat-like",5
"synapse.2","dve2C",835,323686,350209,40.7453,45.9978,22,149,1707,0.5207,2356,0.7187,"chain-prev","sat-like",1
"synapse.3","dve2C",970,449505,486586,46.29406,54.53795,22,167,1941,0.5283,2696,0.7339,"bfs-prev","sat-like",1
"synapse.4","dve2C",1105,597094,646777,52.08477,63.57444,22,185,2175,0.5344,3037,0.7461,"chain-prev","sat-like",1
"synapse.5","dve2C",902,277569,295622,36.0086,37.3091,28,167,2454,0.5248,3458,0.7394,"chain-prev","sat-like",1
"synapse.6","dve2C",1142,471948,501562,41.46154,43.05375,28,194,2998,0.5519,4200,0.7732,"chain-prev","sat-like",1
"synapse.7","dve2C",1385,696148,737376,45.30219,48.07053,28,221,3403,0.5499,4768,0.7705,"chain-prev","sat-loop",20
"tcp10","pnml",119,5890,7199,16.041,17.031,30,32,343,0.357,489,0.51,"chain","sat-loop",10
"tcp5","pnml",119,5890,7199,16.041,17.031,30,32,343,0.357,489,0.51,"chain","sat-loop",10
"TokenRing-10-unfolded","pnml",2229,3173632,3615349,188.34786,197.79145,121,1111,22612,0.168205,28374.4,0.211071,"chain-prev","sat-like",1
"TokenRing-15-unfolded","pnml",4683,25990527,29691452,442.815829,470.633506,256,3616,118719,0.128248,124174,0.134141,"chain-prev","sat-like",40
"TokenRing-20-unfolded","pnml",8214,106014401,121122800,801.7200879,837.5714286,441,8421,358313,0.09648511,422068.8,0.113653,"chain-prev","sat-like",1
"TokenRing-5-unfolded","pnml",435,99905,116111,51.1167,53.3612,36,156,1582,0.2817,1959,0.3489,"chain-prev","sat-like",1
"trg_1-20-0","pnml",41,1325,1664,9.382,9.953,16,12,96,0.5,137,0.715,"chain-prev","none",
"trg_1-50-0","pnml",41,1325,1664,9.382,9.953,16,12,96,0.5,137,0.715,"chain-prev","sat-loop",2147483647
"unf-8x8-4stageSEN-01","pnml",3155,3792638,3986841,102.2825,110.43093,168,592,35380,0.35574,44988,0.45234,"bfs-prev","sat-loop",2147483647
"UtahNoC","pnml",3125,2896783,3112308,224.48163,254.09926,216,977,43271,0.205045,59041.5,0.279775,"chain-prev","sat-like",10
"Vasy2003","pnml",3363,2204119,2325933,132.57034,157.78672,485,776,84207,0.223741,113257,0.300929,"chain","sat-loop",2147483647
